"nowtime","product_id","current_price","price_per_unit","other","vendor","product_name"
2024-07-15 13:05:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-16 10:03:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-17 11:30:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-18 10:09:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-19 10:25:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-20 12:19:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-21 10:47:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-22 10:17:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-24 10:20:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-25 10:04:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-26 08:43:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-27 11:14:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-28 10:21:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-29 09:00:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-30 08:49:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-07-31 08:35:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-01 08:06:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-02 10:56:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-03 09:58:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-04 10:40:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-05 11:24:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-06 10:45:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-07 08:53:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-08 13:29:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-09 13:06:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-10 11:16:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-11 12:11:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-12 10:29:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-13 08:46:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-14 10:14:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-15 09:00:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-16 08:59:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-17 09:31:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-19 09:01:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-20 10:18:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-21 08:41:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-22 10:33:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-23 10:44:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-24 10:57:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-25 10:45:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-26 10:17:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-28 09:36:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-29 08:41:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-30 09:51:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-08-31 12:04:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-01 11:13:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-02 10:52:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-03 13:40:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-04 10:21:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-05 10:42:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-06 13:02:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-07 09:22:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-08 10:08:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-09 13:18:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-10 08:42:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-11 09:44:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-12 10:29:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-13 09:49:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-14 10:29:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-15 13:46:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-16 12:00:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-18 10:28:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-19 10:44:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-20 10:07:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-21 09:47:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-22 09:24:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-23 08:36:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-24 10:10:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-25 09:47:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-26 10:28:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-27 10:28:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-28 10:59:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-29 09:59:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-09-30 10:21:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-01 10:53:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-02 08:47:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-03 09:01:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-04 09:44:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-05 10:59:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-06 11:47:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-07 09:36:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-08 10:44:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-09 08:50:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-10 09:00:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-11 09:51:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-12 10:27:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-13 09:48:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-14 10:58:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-16 09:48:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-17 09:48:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-18 11:58:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-19 09:41:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-20 16:33:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-21 08:51:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-22 08:54:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-23 09:47:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-24 08:55:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-25 09:56:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-26 10:33:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-27 11:01:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-28 09:11:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-29 12:34:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-30 11:04:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-10-31 09:02:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-01 11:13:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-02 17:21:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-03 15:47:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-04 10:39:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-05 11:27:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-06 10:09:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-07 08:59:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-08 10:28:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-09 11:05:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-10 10:14:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-11 10:39:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-12 09:50:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-13 10:25:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-11-14 09:15:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-04-26 09:18:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-04-27 09:37:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-04-28 09:59:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-04-29 09:55:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-04-30 07:52:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-01 14:43:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-02 11:36:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-03 11:22:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-04 11:39:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-05 18:08:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-06 10:53:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-07 08:23:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-08 10:13:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-09 09:42:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-11 09:48:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-12 09:23:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-13 11:01:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-17 08:08:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-18 08:55:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-19 08:36:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-20 09:37:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-21 09:53:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-21 22:41:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-22 10:44:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-23 09:34:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-24 07:53:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-25 10:04:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-26 09:05:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-27 09:49:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-28 09:37:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-29 09:58:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-30 09:59:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-05-31 09:29:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-06-01 10:52:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-06-02 09:35:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-06-03 11:19:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-06-04 09:22:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-06-05 09:27:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-06-06 10:16:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-06-07 08:33:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-06-08 10:06:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-06-09 11:05:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-06-10 11:52:00,710822,"6.99","$0.58/item",NA,"Voila","Omega 3 Eggs"
2024-06-22 10:43:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-22 10:48:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-10 23:26:00,711970,"5.99","$1.60/100g","SALE","Voila","Smoked Classic Cut Bacon"
2024-06-10 23:39:00,711970,"5.99","$1.60/100g","SALE","Voila","Smoked Classic Cut Bacon"
2024-06-11 18:45:00,711970,"5.99","$1.60/100g","SALE","Voila","Smoked Classic Cut Bacon"
2024-06-11 18:49:00,711970,"5.99","$1.60/100g","SALE","Voila","Smoked Classic Cut Bacon"
2024-06-12 11:45:00,711970,"5.99","$1.60/100g","SALE","Voila","Smoked Classic Cut Bacon"
2024-06-12 11:48:00,711970,"5.99","$1.60/100g","SALE","Voila","Smoked Classic Cut Bacon"
2024-06-13 10:33:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-13 10:38:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-14 10:47:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-14 10:51:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-15 12:18:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-15 12:22:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-16 10:00:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-16 10:05:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-17 10:31:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-17 10:37:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-18 07:26:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-18 07:30:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-19 08:41:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-19 08:45:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-20 11:38:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-20 11:41:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-21 15:14:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-21 15:18:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-22 10:43:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-22 10:48:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-23 09:56:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-23 10:00:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-24 09:19:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-24 09:23:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-25 09:51:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-25 09:56:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-26 09:39:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-26 09:43:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-27 09:28:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-27 09:33:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-28 11:02:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-28 11:06:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-29 10:30:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-29 10:34:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-30 09:46:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-06-30 09:52:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-01 10:00:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-01 10:06:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-02 10:04:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-02 10:09:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-03 17:46:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-03 17:50:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-04 08:34:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-04 08:38:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-05 08:52:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-05 08:56:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-06 10:56:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-06 11:00:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-07 11:36:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-07 11:40:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-08 10:11:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-08 10:15:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-09 08:46:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-09 08:50:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-10 08:10:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-10 08:14:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-11 09:09:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-11 09:14:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-12 08:26:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-12 08:30:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-13 09:30:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-13 09:33:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-14 11:04:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-15 12:54:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-15 12:58:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-16 09:53:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-16 09:57:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-17 11:20:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-17 11:24:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-18 09:59:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-18 10:02:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-19 10:14:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-19 10:18:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-20 12:08:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-20 12:12:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
2024-07-21 10:35:00,711970,"7.99","$2.13/100g",NA,"Voila","Smoked Classic Cut Bacon"
